x,y
0.0,4.9622015953063965
0.10000000149011612,4.889815330505371
0.20000000298023224,4.6057820320129395
0.30000001192092896,4.491710662841797
0.4000000059604645,4.344537258148193
0.5,4.259097576141357
0.6000000238418579,4.040607929229736
0.699999988079071,4.240652084350586
0.800000011920929,3.890099048614502
0.8999999761581421,3.751185178756714
1.0,3.8793721199035645
1.100000023841858,3.7572851181030273
1.2000000476837158,3.677459716796875
1.2999999523162842,3.6067616939544678
1.399999976158142,3.34879732131958
1.5,3.440309524536133
1.600000023841858,3.4648725986480713
1.7000000476837158,3.3095319271087646
1.7999999523162842,3.326373338699341
1.899999976158142,3.332183361053467
2.0,3.3639605045318604
2.0999999046325684,3.3344666957855225
2.200000047683716,3.157081127166748
2.299999952316284,3.222323417663574
2.4000000953674316,3.2553229331970215
2.5,3.14117169380188
2.5999999046325684,3.081425428390503
2.700000047683716,3.2201056480407715
2.799999952316284,3.026866912841797
2.9000000953674316,3.1194443702697754
3.0,3.069845676422119
3.0999999046325684,3.2558367252349854
3.200000047683716,3.0225958824157715
3.299999952316284,2.9410994052886963
3.4000000953674316,3.201098918914795
3.5,3.0678703784942627
3.5999999046325684,3.0227458477020264
3.700000047683716,3.2051756381988525
3.799999952316284,3.008552074432373
3.9000000953674316,2.8803374767303467
4.0,3.039984703063965
4.099999904632568,3.1691300868988037
4.199999809265137,2.9308786392211914
4.300000190734863,2.9523003101348877
4.400000095367432,3.101154088973999
4.5,3.1285414695739746
4.599999904632568,3.0031816959381104
4.699999809265137,2.9304065704345703
4.800000190734863,2.885413646697998
4.900000095367432,3.2602550983428955
5.0,2.937119722366333
5.099999904632568,2.9602365493774414
5.199999809265137,2.9463634490966797
5.300000190734863,3.033008575439453
5.400000095367432,2.9386022090911865
5.5,3.0453343391418457
5.599999904632568,3.1598095893859863
5.699999809265137,3.1013050079345703
5.800000190734863,3.0284738540649414
5.900000095367432,2.9269378185272217
6.0,3.1442437171936035
6.099999904632568,2.9263644218444824
6.199999809265137,2.871958017349243
6.300000190734863,3.0449702739715576
6.400000095367432,2.7904508113861084
6.5,2.9899818897247314
6.599999904632568,2.9600284099578857
6.699999809265137,3.1132779121398926
6.800000190734863,3.1013596057891846
6.900000095367432,2.9763245582580566
7.0,3.062649965286255
7.099999904632568,2.973393440246582
7.199999809265137,3.1205031871795654
7.300000190734863,3.0129764080047607
7.400000095367432,3.023336887359619
7.5,3.071061849594116
7.599999904632568,3.067392349243164
7.699999809265137,3.0232982635498047
7.800000190734863,3.19473934173584
7.900000095367432,3.0790348052978516
8.0,2.897435426712036
8.100000381469727,2.917243003845215
8.199999809265137,2.9384145736694336
8.300000190734863,3.1733486652374268
8.399999618530273,2.949077606201172
8.5,2.8497507572174072
8.600000381469727,3.1219191551208496
8.699999809265137,2.970162868499756
8.800000190734863,2.8862085342407227
8.899999618530273,2.9553332328796387
9.0,3.0960614681243896
9.100000381469727,3.013045072555542
9.199999809265137,3.0741474628448486
9.300000190734863,3.030829429626465
9.399999618530273,3.177401304244995
9.5,2.902414321899414
9.600000381469727,3.0618062019348145
9.699999809265137,3.0627827644348145
9.800000190734863,3.0501902103424072
9.899999618530273,2.9640567302703857
